,Unnamed: 0,Date,Signal,Open,High,Low,Close,Adj Close,returns,signal_returns
35,35,2016-01-12,10.8075252096,104.220001,104.989998,101.940002,103.709999,97.179237,0.0029980366924944324,-0.04602452054847295
36,36,2016-01-13,11.661340698,103.910004,104.419998,99.650002,100.379997,94.058937,-0.03210878441913778,0.07900194279829953
37,37,2016-01-14,11.709747252,100.860001,102.709999,99.190002,101.769997,95.361397,0.013847380370015427,0.004151028192521888
38,38,2016-01-15,11.682590346,99.080002,100.290001,97.510002,100.120003,93.815323,-0.01621297090143381,-0.002319170979148355
39,39,2016-01-19,10.942455744,101.07,101.199997,97.739998,98.769997,92.550323,-0.013483878940754646,-0.06335363819834816
40,40,2016-01-20,11.4797555316,97.43,100.330002,95.059998,99.18,92.934502,0.004151088513245638,0.04910230392246406
41,41,2016-01-21,10.9133121024,99.330002,100.910004,98.379997,98.949997,92.718971,-0.002319046178665185,-0.04934281288837261
42,42,2016-01-22,11.4359683536,100.650002,101.610001,100.129997,101.370003,94.986595,0.024456857739975524,0.04789162504433997
43,43,2016-01-25,11.4336748224,100.739998,101.080002,98.849998,99.120003,92.878281,-0.022195915294586754,-0.00020055417513265006
44,44,2016-01-26,11.57717652,99.519997,101.400002,99.18,101.099998,94.733612,0.019975735876440526,0.012550794021084277
45,45,2016-01-27,11.6395709568,100.589996,101.589996,99.059998,99.709999,93.431114,-0.013748753981182138,0.005389434694393014
46,46,2016-01-28,10.71203736,100.550003,100.949997,99.220001,99.690002,93.412376,-0.0002005516016502229,-0.07968795415591512
47,47,2016-01-29,10.725924726,100.040001,102.980003,99.959999,102.959999,96.476471,0.032801654472832675,0.0012964262103731805
48,48,2016-02-01,11.901012984,102.139999,103.089996,101.25,102.489998,96.036064,-0.004564889321725829,0.10955589266364574
49,49,2016-02-02,10.5829962624,101.330002,101.470001,99.769997,100.279999,93.96524,-0.021563069988546513,-0.1107482802826929
50,50,2016-02-03,10.6260605808,101.059998,101.07,98.139999,100.410004,94.087059,0.0012964200368610346,0.004069199055942496
51,51,2016-02-04,10.6621341552,100.0,101.970001,99.970001,100.800003,94.452484,0.0038840651774101342,0.0033948210746304053
52,52,2016-02-05,11.2064747808,100.349998,100.440002,97.959999,98.040001,91.866287,-0.027380971407312327,0.0510536275080089
53,53,2016-02-16,11.4078926724,97.790001,99.099998,97.220001,98.879997,92.653389,0.008567890569483039,0.01797334983032184
54,54,2016-02-17,11.0782531344,99.57,101.089996,99.529999,100.43,94.105797,0.015675597158442578,-0.02889574327759248
55,55,2016-02-18,11.882122434,100.510002,100.639999,99.540001,99.949997,93.656013,-0.004779478243552848,0.07256282103753686
56,56,2016-02-19,11.3111264376,99.559998,100.559998,99.110001,100.449997,94.124527,0.005002501400775516,-0.04805505073454952
57,57,2016-02-22,11.0687511168,101.339996,102.010002,101.239998,101.57,95.173996,0.011149855982574008,-0.021428044513259636
58,58,2016-02-23,12.183190236,101.239998,101.489998,100.550003,100.639999,94.302559,-0.009156256768730775,0.10068336594076266
59,59,2016-02-24,12.128880456,99.620003,101.82,98.970001,101.610001,95.211502,0.009638334753957922,-0.004457763438637019
60,60,2016-02-25,12.271808016,101.790001,102.599998,101.389999,102.540001,96.082909,0.00915264236637503,0.011784068654852264
61,61,2016-02-26,12.1596778152,103.059998,103.470001,102.699997,103.190002,96.691986,0.006338999353042718,-0.009137219279653275
62,62,2016-02-29,12.648369006,103.129997,104.029999,102.720001,102.730003,96.260956,-0.004457786520829954,0.04018948513496956
63,63,2016-03-01,11.9912834052,103.620003,104.940002,103.07,104.940002,98.331795,0.021512692840085057,-0.05195022381844627
64,64,2016-03-02,12.24396516,104.790001,106.089996,104.589996,106.019997,99.343773,0.010291547354839947,0.02107211932714592
65,65,2016-03-03,11.5897916748,106.050003,107.150002,105.919998,107.129997,100.383881,0.010469722990088304,-0.053428238046374754
66,66,2016-03-04,12.609409302,107.07,108.32,106.669998,107.720001,100.936729,0.0055073650380106365,0.0879754922098368
67,67,2016-03-07,11.434686336,107.209999,108.989998,107.209999,108.889999,102.033043,0.010861474091520051,-0.09316241053525598
68,68,2016-03-08,12.77469774,108.290001,108.290001,106.139999,106.260002,99.568657,-0.0241527874382661,0.11718829573673761
69,69,2016-03-09,12.6202942944,106.620003,107.010002,106.07,106.800003,100.074677,0.00508188396232101,-0.01208666136315173
70,70,2016-03-10,11.94599124,107.099998,107.489998,104.809998,105.93,99.25943,-0.008146095276794996,-0.05343005786316801
71,71,2016-03-11,12.03032316,106.790001,108.330002,106.660004,108.199997,101.38649,0.021429217407721968,0.007059432600086124
72,72,2016-03-14,11.7261403776,107.870003,108.339996,107.400002,107.919998,101.124153,-0.0025877911992917557,-0.025284672602261193
73,73,2016-03-15,12.2016751164,107.209999,107.279999,106.029999,106.239998,99.549927,-0.015567087019404902,0.04055338956272392
74,74,2016-03-16,12.7875163104,105.730003,107.330002,105.730003,106.989998,100.252693,0.007059488084704135,0.048013177568757115
75,75,2016-03-17,12.649502718,106.989998,109.099998,106.330002,108.629997,101.789413,0.015328526317011537,-0.010792838034368923
76,76,2016-03-18,11.9335031244,108.769997,109.949997,108.699997,109.610001,102.707703,0.00902148602655295,-0.05660298349761583
77,77,2016-03-21,11.485626084,109.440002,109.940002,109.080002,109.349998,102.464073,-0.0023720736942607346,-0.03753106156097974
78,78,2016-03-22,11.6206048512,108.779999,109.690002,108.470001,109.220001,102.342255,-0.0011888157510528963,0.011751972962800172
79,79,2016-03-23,11.9432460672,108.540001,108.589996,106.800003,106.879997,100.450363,-0.021424683927625976,0.027764580254760363
80,80,2016-03-24,13.064112684,106.239998,107.220001,105.739998,107.199997,100.751106,0.002994012060086426,0.09384941166692196
81,81,2016-03-28,12.102663228,107.43,107.779999,106.550003,107.330002,100.873306,0.0012127332428937265,-0.07359470017259684
82,82,2016-03-29,12.5322372,107.040001,110.339996,106.769997,110.309998,103.674011,0.02776479963170031,0.03549416883766243
83,83,2016-03-30,11.9302576128,110.889999,111.120003,110.050003,110.32,103.683434,9.067174491295127e-05,-0.04803448718637404
84,84,2016-03-31,12.5320997664,110.480003,111.169998,110.339996,110.629997,103.97477,0.0028099800580132506,0.05044670225346026
85,85,2016-04-01,12.425094,109.610001,111.220001,109.480003,111.120003,104.43531,0.004429232697167995,-0.008538534514933804
86,86,2016-04-04,12.7473318336,110.910004,111.32,110.099998,110.190002,103.561264,-0.00836933922688965,0.02593443829076869
87,87,2016-04-05,12.5516562264,109.370003,109.860001,108.839996,108.940002,102.386436,-0.01134404190318461,-0.015350318776846228
88,88,2016-04-06,11.653841178,108.93,110.269997,108.589996,110.169998,103.54245,0.011290581764446861,-0.07152960790239127
89,89,2016-04-07,12.6471365496,109.370003,109.879997,108.129997,108.68,102.142082,-0.013524535055360554,0.08523330260198958
90,90,2016-04-08,13.1731041312,109.610001,110.07,108.629997,109.110001,102.546211,0.003956578947368339,0.04158787876901937
91,91,2016-04-11,12.2711329056,109.739998,110.550003,108.75,108.769997,102.226677,-0.0031161579771225023,-0.06847066694506088
92,92,2016-04-12,13.31634717,108.790001,110.18,108.43,109.940002,103.326279,0.010756688721798913,0.08517667214923663
93,93,2016-04-13,12.139195266,110.580002,112.43,110.510002,112.309998,105.553719,0.02155717624964182,-0.08839900980142446
94,94,2016-04-14,13.2997770048,112.260002,112.699997,111.879997,112.169998,105.422104,-0.001246549750628545,0.09560615126198768
95,95,2016-04-15,12.5512734816,111.900002,112.629997,111.860001,112.449997,105.685295,0.002496202237607159,-0.05627940400277831
96,96,2016-04-18,12.8705676024,111.980003,113.389999,111.870003,113.300003,106.484169,0.007558968632075613,0.0254391812327317
97,97,2016-04-19,12.6120616272,113.510002,114.129997,112.889999,113.389999,106.568726,0.0007943159542547207,-0.02008504855308757
98,98,2016-04-20,12.139195266,113.389999,114.209999,112.970001,113.559998,106.728516,0.0014992415689145666,-0.03749318510941824
99,99,2016-04-21,12.90328488,113.470001,113.919998,112.660004,112.989998,106.192802,-0.005019373107068903,0.0629440088289952
100,100,2016-04-22,12.8189116836,112.980003,114.190002,112.980003,114.110001,107.245422,0.009912408353171198,-0.006538892784641037
101,101,2016-04-25,13.440686994,113.800003,113.910004,112.809998,113.300003,106.484169,-0.007098396222080416,0.048504531878121426
102,102,2016-04-26,12.4319067768,113.669998,114.529999,113.169998,114.410004,107.527374,0.009797007684103853,-0.0750542154318693
103,103,2016-04-27,13.1823531948,114.480003,115.050003,113.900002,114.809998,107.903297,0.0034961453195998526,0.060364546764495985
104,104,2016-04-28,13.092171456,114.269997,115.0,113.190002,113.5,106.672119,-0.011410138688444094,-0.006841095627415861
105,105,2016-04-29,12.4848678,113.010002,113.459999,111.720001,112.480003,105.713493,-0.00898675770925117,-0.0463867783920352
106,106,2016-05-02,12.1865377872,112.830002,113.510002,112.18,113.480003,106.653343,0.008890469179663851,-0.023895328134752036
107,107,2016-05-03,13.13397918,112.550003,112.559998,110.93,111.620003,104.90522,-0.0163905529681736,0.07774491897076263
108,108,2016-05-04,12.4191953028,110.989998,111.989998,110.370003,110.699997,104.040565,-0.00824230402502324,-0.05442249202651772
109,109,2016-05-05,12.9243762216,111.150002,111.330002,110.099998,110.260002,103.627022,-0.003974661354326781,0.04067742768213822
110,110,2016-05-06,13.0147560192,109.800003,110.93,109.540001,110.910004,104.23793,0.005895174933880476,0.006992971734214315
111,111,2016-05-09,12.198696804,110.919998,111.889999,110.629997,111.230003,104.538681,0.0028852131319010432,-0.06270261340251859
112,112,2016-05-10,12.983586084,111.660004,112.400002,111.07,112.349998,105.591309,0.010069180704778136,0.0643420598618889
113,113,2016-05-11,12.7725248232,112.099998,112.269997,110.870003,110.959999,104.284904,-0.012372042943872619,-0.016256006578960314
114,114,2016-05-12,12.939768954,111.190002,111.489998,109.5,110.370003,103.730415,-0.005317195433644506,0.01309405408210429
115,115,2016-05-13,12.14011848,110.059998,110.940002,109.360001,109.639999,103.044334,-0.006614152216703251,-0.0617978942933759
116,116,2016-05-16,12.7801743264,109.919998,111.519997,109.870003,111.029999,104.350693,0.012677854913150766,0.05272237231081789
117,117,2016-05-17,11.9952176256,110.879997,111.419998,108.769997,109.269997,102.696579,-0.015851589803220656,-0.06141987431098761
118,118,2016-05-18,13.104373968,108.809998,110.660004,108.790001,109.839996,103.2323,0.005216427341898866,0.09246654600353876
119,119,2016-05-19,12.2279976576,109.040001,109.769997,107.989998,108.959999,102.405243,-0.008011626293212948,-0.06687662550992923
120,120,2016-05-20,13.3244100288,109.290001,110.790001,109.230003,110.790001,104.125153,0.016795172694522575,0.08966409725459457
121,121,2016-05-23,13.0532177664,110.769997,111.389999,110.5,110.660004,104.002968,-0.0011733640114327537,-0.02035304090866552
122,122,2016-05-24,12.7954648404,111.309998,113.220001,111.269997,112.940002,106.145813,0.02060363200420645,-0.019746313178308883
123,123,2016-05-25,12.7104297936,113.300003,113.900002,113.080002,113.599998,106.766106,0.005843775352509573,-0.006645717671116769
124,124,2016-05-26,13.1883746064,113.769997,114.019997,113.25,113.470001,106.643936,-0.001144339808879291,0.037602568958026605
125,125,2016-05-27,12.7634244732,113.559998,114.599998,113.510002,114.599998,107.705933,0.009958552833713386,-0.03222156982057378
126,126,2016-05-31,13.07922456,114.82,115.540001,114.5,115.0,108.081886,0.0034904189090823046,0.02474258279688968
127,127,2016-06-01,12.559189278,114.610001,115.949997,114.419998,115.779999,108.814972,0.006782599999999972,-0.039760406254543246
128,128,2016-06-02,13.921474392,115.489998,116.669998,115.370003,116.669998,109.651413,0.0076869840014421875,0.10846919206690542
129,129,2016-06-03,12.95596602,116.470001,116.470001,115.0,115.970001,108.993538,-0.0059998029656263,-0.06935388772864681
130,130,2016-06-06,13.6690801068,116.080002,117.580002,116.010002,117.220001,110.168327,0.010778649557828368,0.055041367482684844
131,131,2016-06-07,12.435976026,117.290001,117.980003,116.959999,117.559998,110.487892,0.0029005033023332683,-0.09021119718118875
132,132,2016-06-08,12.6894277272,117.660004,118.639999,117.650002,118.43,111.30555,0.007400493490991922,0.02038052346435104
133,133,2016-06-09,12.5238441732,117.940002,117.940002,117.290001,117.669998,110.591263,-0.006417309803259275,-0.013048937868574528
134,134,2016-06-10,12.9202038,116.580002,116.879997,115.690002,116.07,109.087509,-0.01359733175146327,0.031648399749988565
135,135,2016-06-13,13.1774584176,115.650002,116.18,114.589996,114.809998,107.903297,-0.01085553545274398,0.019911034034927555
136,136,2016-06-14,12.220619652,114.389999,115.110001,113.669998,114.480003,107.593163,-0.002874270583995586,-0.0726117840995828
137,137,2016-06-15,13.2637347504,114.889999,115.559998,114.459999,114.559998,107.668365,0.0006987683255039734,0.0853569727316803
138,138,2016-06-16,12.8490613416,113.720001,114.589996,112.889999,114.550003,107.658974,-8.724685906491558e-05,-0.03126369884526625
139,139,2016-06-17,13.574501388,114.410004,114.919998,113.68,114.059998,107.198418,-0.004277651568459717,0.05645860247015255
140,140,2016-06-20,13.17508764,115.800003,116.449997,115.300003,115.300003,108.363846,0.010871515182737435,-0.029423824609358107
141,141,2016-06-21,12.8010824304,115.339996,115.410004,114.330002,115.080002,108.157082,-0.0019080745383849296,-0.028387303357626847
142,142,2016-06-22,12.6259240404,115.300003,115.879997,114.489998,114.629997,107.734138,-0.003910366633465889,-0.01368309210977614
143,143,2016-06-23,12.821079294,115.82,116.910004,115.730003,116.82,109.792397,0.019104973020281912,0.015456710572275822
144,144,2016-06-24,12.094195248,111.940002,114.040001,111.5,112.379997,105.619492,-0.03800721623009751,-0.05669445054755784
145,145,2016-06-27,13.226920992,111.07,111.07,108.190002,108.690002,102.151489,-0.03283498041025923,0.09365862885232623
146,146,2016-06-28,13.5343625664,109.650002,110.879997,109.57,110.370003,103.730415,0.015456812669853326,0.023243623711516115
147,147,2016-06-29,13.206744666,111.699997,113.050003,111.529999,112.879997,106.089432,0.022741632071895612,-0.024206378305051013
148,148,2016-06-30,12.6568803984,113.120003,115.019997,112.57,114.980003,108.06308,0.018603880721222765,-0.04163511005218368
149,149,2016-07-01,13.2012497952,115.050003,115.949997,114.800003,115.389999,108.448418,0.0035658026552669586,0.043009760672844566
150,150,2016-07-05,13.11160554,115.019997,115.260002,113.07,113.690002,106.850685,-0.01473261993875219,-0.006790588511748075
151,151,2016-07-06,12.727279998,112.540001,114.010002,112.309998,113.889999,107.626534,0.001759143253423412,-0.029311859697694898
152,152,2016-07-07,13.30478478,114.220001,114.989998,113.410004,114.129997,107.853348,0.00210727897187879,0.045375349806930476
153,153,2016-07-08,12.84686292,115.25,117.089996,115.150002,116.790001,110.36705,0.023306791114697134,-0.034417832950470406
154,154,2016-07-11,13.6719855132,117.559998,118.43,117.470001,118.139999,111.642807,0.011559191612644959,0.06422755487765408
155,155,2016-07-12,13.845523248,119.0,120.419998,118.830002,119.720001,113.135925,0.01337398013690505,0.012692943145123481
156,156,2016-07-13,20.3950827,120.330002,120.389999,118.949997,119.25,112.69178,-0.003925835249533605,0.47304528219589614
157,157,2016-07-14,13.6639684968,120.300003,120.360001,119.300003,119.370003,112.805161,0.0010063144654088862,-0.3300361318564302
158,158,2016-07-15,13.8894780672,119.889999,120.040001,119.279999,119.699997,113.11702,0.002764463363547076,0.01650395860125209
159,159,2016-07-18,13.4169704856,119.529999,120.349998,119.330002,119.900002,113.306015,0.0016708855890781305,-0.03401910275633946
160,160,2016-07-19,14.1995600448,119.760002,119.970001,118.93,119.300003,112.739014,-0.005004161718028977,0.058328335747621196
161,161,2016-07-20,13.0876892928,119.550003,120.440002,118.940002,120.080002,113.476128,0.006538130598370495,-0.07830318323187602
162,162,2016-07-21,14.24673432,120.010002,120.599998,119.25,119.510002,112.937462,-0.004746835363976687,0.08855994372036569
163,163,2016-07-22,13.8747119052,119.580002,120.650002,119.349998,120.400002,113.778526,0.0074470754339037715,-0.02611282041511387
164,164,2016-07-25,13.291117704,120.150002,120.459999,119.760002,120.220001,113.608414,-0.0014950248921092868,-0.04206171668193548
165,165,2016-07-26,13.5921050892,120.199997,120.970001,119.919998,120.800003,114.156525,0.004824505033900417,0.022645754247546668
166,166,2016-07-27,13.05370452,121.0,121.470001,120.349998,121.139999,114.477821,0.0028145363539435753,-0.03961127181306168
167,167,2016-07-28,13.2781123944,120.879997,121.239998,120.529999,120.830002,114.18486,-0.0025589978748473685,0.017191125634579585
168,168,2016-07-29,13.112727552,120.709999,121.760002,120.050003,121.07,114.411659,0.0019862451049201812,-0.012455448296231464
169,169,2016-08-01,14.218427808,121.199997,121.699997,120.440002,121.169998,114.50618,0.000825951928636437,0.08432267441043217
170,170,2016-08-02,13.4528186052,121.160004,121.209999,119.099998,119.480003,112.909119,-0.013947305668850607,-0.05384626297214312
171,171,2016-08-03,13.4462159316,119.370003,120.5,119.099998,120.449997,113.82576,0.008118463137300136,-0.0004908022470062612
172,172,2016-08-04,13.46051637,120.449997,121.190002,120.260002,120.559998,113.92971,0.0009132503340785192,0.0010635288376110719
173,173,2016-08-05,13.5014879496,121.339996,122.580002,120.970001,122.300003,115.574043,0.01443268935687958,0.0030438341645877554
174,174,2016-08-08,13.5659458032,122.349998,122.849998,122.029999,122.239998,115.517319,-0.0004906377639255499,0.004774129624869339
175,175,2016-08-09,13.717846098,122.269997,122.629997,122.139999,122.370003,115.640175,0.0010635225959345629,0.011197176887155935
176,176,2016-08-10,13.5738161724,122.379997,122.599998,121.150002,121.489998,114.808571,-0.007191345741815458,-0.010499456297370147
177,177,2016-08-11,13.7414217204,122.029999,122.400002,121.57,122.07,115.356682,0.004774072018669306,0.012347710170172777
178,178,2016-08-12,13.9777937172,121.830002,122.459999,121.629997,122.190002,115.470085,0.0009830589006309953,0.01720142221158172
179,179,2016-08-15,13.38380064,122.459999,123.690002,122.43,123.400002,116.613541,0.009902610526186795,-0.04249548170603479
180,180,2016-08-16,13.80204441,123.080002,123.120003,122.260002,122.400002,115.668533,-0.008103727583407938,0.03125
181,181,2016-08-17,14.2526765664,122.440002,122.5,121.330002,122.040001,115.328331,-0.0029411845924642854,0.03264966718071882
182,182,2016-08-18,14.07073704,122.080002,122.970001,122.040001,122.940002,116.178825,0.007374639402043304,-0.012765288368987049
183,183,2016-08-19,14.3748887604,122.769997,123.07,122.279999,122.940002,116.178825,0.0,0.021615905374065658
184,184,2016-08-22,14.4029192628,122.68,123.339996,122.330002,123.220001,116.443436,0.0022775255852036658,0.0019499630826513847
185,185,2016-08-23,14.0946171852,123.610001,124.459999,123.610001,124.080002,117.256142,0.006979394522160343,-0.02140552703064058
186,186,2016-08-24,14.1679205208,123.940002,124.25,122.769997,123.07,116.301689,-0.008139925723083086,0.005200803585993841
187,187,2016-08-25,13.491576576,122.620003,123.690002,122.610001,123.309998,116.528473,0.0019500934427560956,-0.047737700377910475
188,188,2016-08-26,14.1140891772,123.449997,124.410004,122.300003,123.059998,116.292221,-0.002027410624076076,0.04614083444535155
189,189,2016-08-29,14.1243974796,123.269997,124.169998,123.239998,123.699997,116.897034,0.005200707056731924,0.0007303554817161828
190,190,2016-08-30,13.8371097648,123.830002,124.169998,123.379997,123.93,117.11438,0.001859361403218296,-0.02033982088191255
191,191,2016-08-31,14.5570986444,123.779999,123.889999,122.550003,123.230003,116.452881,-0.005648325667715781,0.05203318408527546
192,192,2016-09-01,14.5059912,123.339996,123.629997,122.019997,123.32,116.537933,0.0007303172750876552,-0.003510826274414236
193,193,2016-09-02,14.19320796,124.010002,124.529999,123.629997,124.510002,117.662498,0.009649708076548968,-0.021562348665977393
194,194,2016-09-06,13.6123145136,124.919998,124.970001,123.970001,124.629997,117.775879,0.0009637378369009575,-0.040927565356408735
195,195,2016-09-07,13.941459,124.550003,125.440002,124.480003,125.410004,118.513,0.006258581551598752,0.024179906074837998
196,196,2016-09-08,14.2207872768,125.309998,125.410004,124.769997,125.160004,118.276733,-0.001993461382873374,0.020035799466899373
197,197,2016-09-09,12.992295684,124.18,124.209999,121.209999,121.25,114.581772,-0.031240043744325874,-0.08638703110369839
198,198,2016-09-12,14.1161877144,120.690002,122.970001,120.580002,122.940002,116.178825,0.013938160824742418,0.08650449910742664
199,199,2016-09-13,13.81898712,122.059998,122.160004,119.879997,120.580002,113.948616,-0.01919635563370181,-0.02105388511494677
200,200,2016-09-14,14.4672756384,120.769997,121.470001,120.290001,120.599998,113.967506,0.00016583181015383808,0.046912882454441585
201,201,2016-09-15,14.4059477952,120.68,122.190002,120.510002,122.040001,115.328331,0.011940323581099976,-0.004239073391068882
202,202,2016-09-16,13.349960766,122.040001,122.040001,121.099998,121.860001,115.158226,-0.0014749262416017261,-0.07330215576318067
203,203,2016-09-19,14.39698743,122.32,123.550003,121.989998,122.669998,115.923683,0.006646947262047176,0.07842919408921345
204,204,2016-09-20,13.8704494824,123.199997,123.230003,122.150002,122.150002,115.432274,-0.00423898270545342,-0.036572786505516874
205,205,2016-09-21,14.4333581112,122.580002,123.970001,122.099998,123.919998,117.104919,0.014490347695614414,0.04058330117666831
206,206,2016-09-22,14.06982516,124.730003,125.800003,124.660004,125.699997,118.787025,0.014364098036864004,-0.025186997260042032
207,207,2016-09-23,14.4614126304,125.559998,125.879997,124.809998,124.809998,117.945999,-0.007080342253309668,0.02783172256562705
208,208,2016-09-26,13.5517673352,123.800003,124.169998,123.099998,123.230003,116.774742,-0.012659202189875818,-0.06290155176734213
209,209,2016-09-27,13.55943168,123.169998,123.879997,122.809998,123.730003,117.248543,0.004057453443379266,0.0005655605361591931
210,210,2016-09-28,14.08005984,123.949997,124.760002,123.07,124.68,118.148796,0.007677984134535354,0.03839601631445366
211,211,2016-09-29,14.29090686,124.620003,124.639999,122.699997,122.860001,116.424118,-0.014597361244786722,0.014974866754543514
212,212,2016-09-30,13.5310482432,123.419998,124.779999,122.860001,124.209999,117.7034,0.010988100187301786,-0.05317077665146852
213,213,2016-10-03,14.6432622336,123.830002,124.099998,123.129997,123.82,117.333832,-0.003139835787294376,0.08219717869670151
214,214,2016-10-04,14.5101092616,124.019997,124.309998,122.650002,123.209999,116.755775,-0.004926514294944284,-0.009093122138758902
215,215,2016-10-05,13.427911344,123.690002,124.68,123.650002,123.949997,117.457016,0.00600598982230327,-0.07458234104852413
216,216,2016-10-06,14.0152757868,123.75,124.019997,122.82,123.82,117.333832,-0.0010487858261102323,0.043742055465867624
217,217,2016-10-07,13.171882734,124.040001,124.32,122.230003,123.830002,117.395706,8.077854950738761e-05,-0.06017670045382428
218,218,2016-10-10,13.062775158,122.830002,124.739998,122.830002,124.300003,117.788696,0.00379553413881073,-0.008283369826726839
219,219,2016-10-11,13.69456968,124.050003,124.110001,121.339996,122.029999,115.637589,-0.018262300444192303,0.04836602592926598
220,220,2016-10-12,13.67864964,122.089996,122.610001,121.529999,121.93,115.542831,-0.0008194624339872281,-0.0011625075027550391
221,221,2016-10-13,13.069257426,120.989998,121.410004,120.110001,120.919998,114.585747,-0.008283457721643517,-0.04455061208805111
222,222,2016-10-14,13.8151044,121.360001,121.839996,120.400002,120.43,114.121414,-0.004052249488128545,0.057068810391339486
223,223,2016-10-17,14.0496526656,120.580002,120.849998,120.160004,120.290001,113.988747,-0.0011624927343685254,0.016977668702959692
224,224,2016-10-18,14.3180416704,121.519997,121.580002,120.660004,120.980003,114.642609,0.005736154246103853,0.019102892518982895
225,225,2016-10-19,14.40910224,121.169998,121.949997,120.5,121.489998,115.12587,0.00421553138827413,0.006359848064156015
226,226,2016-10-20,13.06385622,121.139999,122.0,120.410004,121.129997,114.784744,-0.002963215128211627,-0.09336084910727926
